Title,Year,Genre,Runtime,Gross,imdbRating,imdbRatingVotes,metascoreRating,rottenRating,metacriticRating
Rampage,2018,"Action, Adventure, Sci-Fi",107,428028233,6.1,171473,45,51,45
The Matrix Revolutions,2003,"Action, Sci-Fi",129,427344325,6.7,518385,47,34,47
The Intouchables,2011,"Biography, Comedy, Drama",112,426588510,8.5,865411,57,76,57
Bad Boys for Life,2020,"Action, Comedy, Crime",124,426505244,6.5,163051,59,76,59
Django Unchained,2012,"Drama, Western",165,426074373,8.4,1565192,81,87,81
Beauty and the Beast,1991,"Animation, Family, Fantasy",84,424967620,8,458593,95,94,95
Dances with Wolves,1990,"Adventure, Drama, Western",181,424208848,8,269801,72,87,72
"My People, My Homeland",2020,Drama,153,422390820,6.5,886,,87,72
The Chronicles of Narnia: Prince Caspian,2008,"Action, Adventure, Family",150,419665568,6.5,213809,62,66,62
Sex and the City,2008,"Comedy, Drama, Romance",145,418765519,5.7,123359,53,49,53
The Captain,2017,"Drama, History, Thriller",118,417282021,7.3,18557,67,83,67
The Mummy,1999,"Action, Adventure, Fantasy",124,415933406,7.1,434644,48,61,48
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,"Adventure, Family, Fantasy",113,415686217,6.3,157335,53,50,53
Jason Bourne,2016,"Action, Thriller",123,415484914,6.6,230397,58,54,58
Mad Max: Fury Road,2015,"Action, Adventure, Sci-Fi",120,415261382,8.1,1010387,90,97,90
The Wolverine,2013,"Action, Sci-Fi",126,414828246,6.7,471041,61,71,61
Kingsman: The Secret Service,2014,"Action, Adventure, Comedy",129,414351546,7.7,673756,60,75,60
Night at the Museum: Battle of the Smithsonian,2009,"Adventure, Comedy, Family",105,413106170,6,200773,42,44,42
Batman,1989,"Action, Adventure",126,411569241,7.5,381476,69,73,69
The Bodyguard,1992,"Action, Drama, Music",129,411046449,6.3,137495,39,38,39
Pacific Rim,2013,"Action, Adventure, Sci-Fi",131,411002906,6.9,507303,65,72,65
Kingsman: The Golden Circle,2017,"Action, Adventure, Comedy",141,410902662,6.7,333714,44,50,44
The Mummy,1999,"Action, Adventure, Fantasy",124,409231607,7.1,434644,48,61,48
Ice Age: Collision Course,2016,"Animation, Adventure, Comedy",94,408754975,5.6,68683,34,18,34
Twilight,2008,"Drama, Fantasy, Romance",122,408430415,5.3,466513,56,49,56
Sing 2,2021,"Animation, Adventure, Comedy",110,408398852,7.4,71548,49,72,49
Signs,2002,"Drama, Mystery, Sci-Fi",106,408247917,6.8,367405,59,75,59
X2: X-Men United,2003,"Action, Sci-Fi, Thriller",134,407711549,7.4,555025,68,85,68
Fantastic Beasts: The Secrets of Dumbledore,2022,"Adventure, Family, Fantasy",142,406950844,6.2,145554,47,46,47
The Wolf of Wall Street,2013,"Biography, Comedy, Crime",180,406878233,8.2,1423836,75,80,75
Alita: Battle Angel,2019,"Action, Adventure, Sci-Fi",122,404980543,7.3,272923,53,61,53
The Mummy: Tomb of the Dragon Emperor,2008,"Action, Adventure, Fantasy",112,403449830,5.2,163515,31,13,31
Prometheus,2012,"Adventure, Mystery, Sci-Fi",124,403354469,7,615121,64,73,64
Sonic the Hedgehog 2,2022,"Action, Adventure, Comedy",122,402656846,6.5,68999,47,69,47
Gone with the Wind,1939,"Drama, Romance, War",238,402382193,8.2,318514,97,90,97
Mamma Mia! Here We Go Again,2018,"Comedy, Musical, Romance",114,402264843,6.6,97953,60,79,60
Eternals,2021,"Action, Adventure, Fantasy",156,402064899,6.3,344748,52,47,52
Dune,2021,"Action, Adventure, Drama",155,402027830,8,642216,74,83,74
Uncharted,2022,"Action, Adventure",116,401748820,6.3,214486,45,83,45
Tron: Legacy,2010,"Action, Adventure, Sci-Fi",125,400063852,6.8,341206,49,51,49
Mission: Impossible III,2006,"Action, Adventure, Thriller",126,398479497,6.9,361223,66,71,66
Snow White and the Huntsman,2012,"Action, Adventure, Drama",127,396592829,6.1,292321,57,49,57
Grease,1978,"Comedy, Musical, Romance",110,396271103,7.2,281544,70,76,70
Toy Story,1995,"Animation, Adventure, Comedy",81,394436586,8.3,1000058,96,100,96
Black Adam,2022,"Action, Adventure, Fantasy",125,392952111,6.4,209190,41,39,41
Solo: A Star Wars Story,2018,"Action, Adventure, Sci-Fi",135,392924807,6.9,352314,62,69,62
Superman Returns,2006,"Action, Adventure, Sci-Fi",154,391081192,6.1,285384,72,74,72
Robin Hood: Prince of Thieves,1991,"Action, Adventure, Drama",143,390493908,6.9,197446,51,50,51
Indiana Jones and the Raiders of the Lost Ark,1981,"Action, Adventure",115,389925971,8.4,972272,85,96,85
Independence Day: Resurgence,2016,"Action, Adventure, Sci-Fi",120,389681935,5.2,181518,32,29,32
Live Free or Die Hard,2007,"Action, Thriller",128,388156011,7.1,409286,69,82,69
Monster Hunt,2015,"Adventure, Comedy, Fantasy",117,387053506,6.1,5364,53,66,53
Godzilla: King of the Monsters,2019,"Action, Adventure, Fantasy",132,386600138,6,186342,48,42,48
Home,2015,"Animation, Adventure, Comedy",94,386041607,6.6,104382,55,52,55
Star Trek,2009,"Action, Adventure, Sci-Fi",127,385680446,7.9,606241,82,94,82
1917,2019,"Action, Drama, War",119,384479940,8.2,599340,78,89,78
Happy Feet,2006,"Animation, Adventure, Comedy",108,384336108,6.4,189517,77,76,77
Spider-Man: Into the Spider-Verse,2018,"Animation, Action, Adventure",117,384256930,8.4,539616,87,97,87
Cars 3,2017,"Animation, Adventure, Comedy",102,383930656,6.7,103948,59,69,59
Back to the Future,1985,"Adventure, Comedy, Sci-Fi",116,383336762,8.5,1213593,87,97,87
Ice Age,2002,"Animation, Adventure, Comedy",81,383257136,7.5,488804,61,77,61
Your Name.,2016,"Animation, Drama, Fantasy",106,382238181,8.4,272480,79,98,79
Fifty Shades Darker,2017,"Drama, Romance, Thriller",118,381545846,4.6,104597,33,11,33
Monsters vs. Aliens,2009,"Animation, Action, Adventure",94,381509870,6.4,165943,56,74,56
Black Widow,2021,"Action, Adventure, Sci-Fi",134,379751655,6.7,383918,67,79,67
Godzilla,2014,"Action, Adventure, Sci-Fi",123,379014294,6.4,417918,62,76,62
True Lies,1994,"Action, Comedy, Thriller",141,378882411,7.3,263308,63,70,63
Slumdog Millionaire,2008,"Crime, Drama, Romance",120,378410542,8,850440,84,91,84
Once Upon a Time in Hollywood,2019,"Comedy, Drama",161,377617598,7.6,750857,83,85,83
Taken 2,2012,"Action, Crime, Thriller",92,376152455,6.2,310154,45,22,45
G.I. Joe: Retaliation,2013,"Action, Adventure, Sci-Fi",110,375740705,5.7,183024,41,28,41
Shark Tale,2004,"Animation, Adventure, Comedy",90,374583879,6,186677,48,35,48
What Women Want,2000,"Comedy, Fantasy, Romance",127,374111707,6.4,211014,47,54,47
The Adventures of Tintin,2011,"Animation, Action, Adventure",107,373993951,7.3,233934,68,74,68
Batman Begins,2005,"Action, Crime, Drama",140,373672993,8.2,1476450,70,84,70
Penguins of Madagascar,2014,"Animation, Adventure, Comedy",92,373515621,6.6,93321,53,74,53
X-Men Origins: Wolverine,2009,"Action, Sci-Fi",107,373062864,6.5,509829,40,38,40
Puss in Boots: The Last Wish,2022,"Animation, Adventure, Comedy",102,373036692,7.8,21653,75,38,75
The Golden Compass,2007,"Adventure, Family, Fantasy",113,372234864,6.1,190964,51,43,51
Fifty Shades Freed,2018,"Drama, Romance, Thriller",105,371985018,4.5,67577,31,11,31
Hitch,2005,"Comedy, Romance",118,371594210,6.6,321029,58,69,58
Terminator Salvation,2009,"Action, Adventure, Sci-Fi",115,371353001,6.5,365611,49,33,49
Captain America: The First Avenger,2011,"Action, Adventure, Sci-Fi",124,370569774,6.9,851012,66,80,66
Edge of Tomorrow,2014,"Action, Adventure, Sci-Fi",113,370541256,7.9,685384,71,91,71
There's Something About Mary,1998,"Comedy, Romance",119,369884651,7.1,314871,69,84,69
Gone Girl,2014,"Drama, Mystery, Thriller",149,369330363,8.1,991153,79,88,79
The Fugitive,1993,"Action, Crime, Drama",130,368875760,7.8,299309,87,96,87
Jurassic Park III,2001,"Action, Adventure, Sci-Fi",92,368780809,5.9,326125,42,49,42
My Big Fat Greek Wedding,2002,"Comedy, Drama, Romance",95,368744044,6.6,134495,62,76,62
Hello Mr. Billionaire,2018,Comedy,118,366961907,6.1,2279,,67,62
Die Hard with a Vengeance,1995,"Action, Adventure, Thriller",128,366101666,7.6,392127,58,58,58
Shazam!,2019,"Action, Adventure, Comedy",132,366080049,7,343225,71,90,71
The Nun,2018,"Horror, Mystery, Thriller",96,365582797,5.3,144152,46,25,46
Alvin and the Chipmunks,2007,"Animation, Adventure, Comedy",92,365352546,5.2,88052,39,28,39
Tenet,2020,"Action, Sci-Fi, Thriller",150,365304105,7.3,513686,69,69,69
Notting Hill,1999,"Comedy, Drama, Romance",124,363889678,7.2,318496,68,84,68
A Bug's Life,1998,"Animation, Adventure, Comedy",95,363258859,7.2,296956,77,92,77
Night at the Museum: Secret of the Tomb,2014,"Adventure, Comedy, Family",98,363204635,6.2,125733,47,47,47
Ocean's Twelve,2004,"Crime, Thriller",125,362744280,6.5,394655,58,55,58
Planet of the Apes,2001,"Action, Adventure, Sci-Fi",119,362211740,5.7,221457,50,44,50
The Hangover Part III,2013,"Comedy, Crime",100,362000072,5.8,318770,30,20,30
The World Is Not Enough,1999,"Action, Adventure, Thriller",128,361832400,6.4,203106,57,51,57
Monster Hunt 2,2018,"Adventure, Comedy, Fantasy",110,361682618,5.4,1832,63,50,63
Fast & Furious,2009,"Action, Crime, Thriller",107,360366870,6.5,290979,46,28,46
Noah,2014,"Action, Adventure, Drama",138,359200044,5.8,257401,68,75,68
The Karate Kid,1984,"Action, Drama, Family",126,359126022,7.3,229196,60,89,60
Home Alone 2: Lost in New York,1992,"Adventure, Comedy, Crime",120,358994850,6.8,370210,46,35,46
Hotel Transylvania,2012,"Animation, Adventure, Comedy",91,358375603,7,260350,47,44,47
Minority Report,2002,"Action, Crime, Mystery",145,358372926,7.6,557563,80,90,80
Top Gun,1986,"Action, Drama",109,357288178,6.9,458417,50,58,50
The Legend of Tarzan,2016,"Action, Adventure, Drama",110,356700357,6.2,179232,44,35,44
American Beauty,1999,Drama,122,356296601,8.4,1160488,84,87,84
Spirited Away,2001,"Animation, Adventure, Family",125,355822319,8.6,770269,96,97,96
Apollo 13,1995,"Adventure, Drama, History",140,355237933,7.7,298550,77,96,77
Rain Man,1988,Drama,133,354825435,8,519100,65,89,65
The Great Gatsby,2013,"Drama, Romance",143,353659851,7.2,552190,55,48,55
Dumbo,1941,"Animation, Adventure, Drama",64,353284621,7.2,134418,96,98,96
"I, Robot",2004,"Action, Mystery, Sci-Fi",115,353133898,7.1,546443,59,98,59
Basic Instinct,1992,"Drama, Mystery, Thriller",127,352927224,7,203862,43,57,43
Murder on the Orient Express,2017,"Crime, Drama, Mystery",114,352794081,6.5,262725,52,61,52
X-Men: First Class,2011,"Action, Sci-Fi",131,352616690,7.7,698087,65,86,65
The Angry Birds Movie,2016,"Animation, Action, Adventure",97,352333929,6.3,95015,43,43,43
GoldenEye,1995,"Action, Adventure, Thriller",130,352194034,7.2,259749,65,80,65
Catch Me If You Can,2002,"Biography, Crime, Drama",141,352114312,8.1,995005,75,96,75
Now You See Me,2013,"Crime, Mystery, Thriller",115,351723989,7.2,665920,50,50,50
Hannibal,2001,"Crime, Drama, Thriller",131,351692268,6.8,278251,57,39,57
The Mask,1994,"Action, Comedy, Crime",101,351583407,6.9,392045,56,80,56
Peter Rabbit,2018,"Adventure, Comedy, Crime",95,351496066,6.6,44084,51,63,51
Speed,1994,"Action, Adventure, Thriller",116,350448145,7.3,368820,78,94,78
Dinosaur,2000,"Animation, Adventure, Drama",82,349822765,6.4,62593,56,65,56
Mary Poppins Returns,2018,"Adventure, Comedy, Family",130,349546142,6.7,89883,66,80,66
Deep Impact,1998,"Action, Drama, Sci-Fi",120,349464664,6.2,180860,40,46,40
The Lorax,2012,"Animation, Adventure, Comedy",86,349183316,6.4,116141,46,46,46
The Maze Runner,2014,"Action, Mystery, Sci-Fi",113,348319861,6.8,474279,57,65,57
The Smurfs 2,2013,"Animation, Adventure, Comedy",105,347545360,5.3,43068,34,14,34
National Treasure,2004,"Action, Adventure, Mystery",131,347512318,6.9,337513,40,46,40
Rush Hour 2,2001,"Action, Comedy, Crime",90,347325802,6.6,224475,48,51,48
Trolls,2016,"Animation, Adventure, Comedy",92,347182886,6.4,83986,55,75,55
xXx: Return of Xander Cage,2017,"Action, Adventure, Thriller",107,346118277,5.2,93379,42,45,42
Pocahontas,1995,"Animation, Adventure, Drama",81,346079773,6.7,190917,58,54,58
How the Grinch Stole Christmas,2000,"Comedy, Family, Fantasy",104,345823032,6.3,265921,46,49,46
Star Trek Beyond,2016,"Action, Adventure, Sci-Fi",122,343471816,7,248749,68,86,68
Alvin and the Chipmunks: Chipwrecked,2011,"Animation, Adventure, Comedy",87,342695435,4.3,36524,24,12,24
Wanted,2008,"Action, Crime, Thriller",110,342463063,6.7,392961,64,71,64
The Flintstones,1994,"Comedy, Family, Fantasy",91,341631208,5,82527,38,21,38
A Quiet Place,2018,"Drama, Horror, Sci-Fi",90,340952971,7.5,535386,82,96,82
Enchanted,2007,"Animation, Adventure, Comedy",107,340487836,7.1,207618,75,93,75
Over the Hedge,2006,"Animation, Adventure, Comedy",83,339795890,6.7,178312,67,75,67
300: Rise of an Empire,2014,"Action, Drama",102,337580051,6.2,304638,48,45,48
Batman Forever,1995,"Action, Adventure",121,336567158,5.4,256029,51,39,51
Prince of Persia: The Sands of Time,2010,"Action, Adventure, Fantasy",116,336365676,6.6,292903,50,37,50
The Curious Case of Benjamin Button,2008,"Drama, Fantasy, Romance",166,335802786,7.8,657326,70,71,70
Journey 2: The Mysterious Island,2012,"Action, Adventure, Comedy",94,335287748,5.7,106365,41,45,41
The Rock,1996,"Action, Adventure, Thriller",136,335062621,7.4,341910,58,68,58
The Great Wall,2016,"Action, Adventure, Fantasy",103,334933831,5.9,138443,42,35,42
Now You See Me 2,2016,"Action, Adventure, Comedy",129,334897606,6.4,295556,46,34,46
Never Say Die,2017,"Comedy, Fantasy, Sport",100,334530869,6.2,1646,,34,46
Fantastic Four,2005,"Action, Adventure, Fantasy",106,333535934,5.7,332991,40,28,40
Indiana Jones and the Temple of Doom,1984,"Action, Adventure",118,333107271,7.5,494155,57,83,57
Tomorrow Never Dies,1997,"Action, Adventure, Thriller",119,333011068,6.5,196837,52,57,52
Back to the Future Part II,1989,"Adventure, Comedy, Sci-Fi",108,332500002,7.8,537718,57,63,57
The Good Dinosaur,2015,"Animation, Adventure, Comedy",93,332207671,6.7,118173,66,75,66
Free Guy,2021,"Action, Adventure, Comedy",115,331526598,7.1,374677,62,80,62
22 Jump Street,2014,"Action, Comedy, Crime",112,331333876,7,381769,71,84,71
Meet the Parents,2000,"Comedy, Romance",108,330444045,7,339665,73,84,73
Who Framed Roger Rabbit,1988,"Animation, Adventure, Comedy",104,329803958,7.7,204648,83,97,83
Black Swan,2010,"Drama, Thriller",108,329398046,8,773003,79,85,79
The Perfect Storm,2000,"Action, Adventure, Drama",130,328718434,6.5,170135,59,85,59
John Wick: Chapter 3 - Parabellum,2019,"Action, Crime, Thriller",130,328349387,7.4,349420,73,89,73
Crocodile Dundee,1986,"Action, Adventure, Comedy",97,328203506,6.6,108192,62,89,62
Crazy Alien,2019,"Comedy, Sci-Fi",116,327598891,5.8,1408,,89,62
Se7en,1995,"Crime, Drama, Mystery",127,327333559,8.6,1659582,65,82,65
The Devil Wears Prada,2006,"Comedy, Drama",109,326706115,6.9,426276,62,75,62
Taken 3,2014,"Action, Crime, Thriller",108,326479141,6,195385,26,13,26
The Hunchback of Notre Dame,1996,"Animation, Drama, Family",91,325338851,7,160523,74,71,74
A Christmas Carol,2009,"Animation, Adventure, Comedy",96,325286646,6.8,120920,55,53,55
The SpongeBob Movie: Sponge Out of Water,2015,"Animation, Adventure, Comedy",92,325186032,6,56823,62,81,62
Schindler's List,1993,"Biography, Drama, History",195,322161245,9,1362192,94,98,94
Megamind,2010,"Animation, Action, Comedy",95,321885765,7.3,268224,63,72,63
The Conjuring 2,2016,"Horror, Mystery, Thriller",134,321834351,7.3,274976,65,80,65
Green Book,2018,"Biography, Comedy, Drama",130,321752656,8.2,499588,69,77,69
Lethal Weapon 3,1992,"Action, Crime, Thriller",118,321731527,6.7,170870,40,58,40
Robin Hood,2010,"Action, Adventure, Drama",140,321669741,6.6,272506,53,43,53
Inglourious Basterds,2009,"Adventure, Drama, War",153,321457747,8.3,1460154,69,89,69
101 Dalmatians,1996,"Adventure, Comedy, Crime",103,320689294,5.7,112888,49,41,49
The Conjuring,2013,"Horror, Mystery, Thriller",112,320406242,7.5,515242,68,86,68
Fatal Attraction,1987,"Drama, Thriller",119,320145693,6.9,89063,67,75,67
Sonic the Hedgehog,2020,"Action, Adventure, Comedy",99,319715683,6.5,142507,47,63,47
The Last Airbender,2010,"Action, Adventure, Family",103,319713881,4,165546,20,5,20
The Proposal,2009,"Comedy, Drama, Romance",108,317375031,6.7,332934,48,45,48
The Polar Express,2004,"Animation, Adventure, Comedy",100,316897787,6.6,219390,61,56,61
A Beautiful Mind,2001,"Biography, Drama",135,316791257,8.2,938491,72,74,72
Beverly Hills Cop,1984,"Action, Comedy, Crime",105,316360478,7.3,188351,66,83,66
Air Force One,1997,"Action, Drama, Thriller",124,315156409,6.5,199638,61,78,61
Wonder,2017,"Drama, Family",113,315025930,7.9,167146,66,85,66
The Expendables 2,2012,"Action, Adventure, Thriller",103,314975955,6.6,310220,51,67,51
Chicken Little,2005,"Animation, Adventure, Comedy",81,314432837,5.7,94646,48,36,48
As Good as It Gets,1997,"Comedy, Drama, Romance",139,314178011,7.7,302834,67,86,67
Knives Out,2019,"Comedy, Crime, Drama",130,312897920,7.9,696205,82,97,82
Maze Runner: The Scorch Trials,2015,"Action, Adventure, Sci-Fi",131,312296056,6.3,255327,43,48,43
Resident Evil: The Final Chapter,2016,"Action, Horror, Sci-Fi",107,312242626,5.5,95889,49,37,49
The Lego Batman Movie,2017,"Animation, Action, Adventure",104,312136671,7.3,155047,75,90,75
Austin Powers: The Spy Who Shagged Me,1999,"Action, Adventure, Comedy",95,312016928,6.6,237202,59,53,59
Ocean's Thirteen,2007,"Crime, Thriller",122,311312624,6.9,351524,62,70,62
Little Fockers,2010,"Comedy, Romance",98,310650585,5.5,114460,27,9,27
Bolt,2008,"Animation, Adventure, Comedy",96,309979994,6.8,214861,67,90,67
Ransom,1996,"Action, Crime, Thriller",121,309492681,6.7,129861,60,74,60
Runaway Bride,1999,"Comedy, Romance",116,309460292,5.6,99965,39,46,39
The Blind Side,2009,"Biography, Drama, Sport",129,309231694,7.6,337559,53,66,53
The Ex-File 3: The Return of The Exes,2017,"Comedy, Romance",120,307592427,5.6,514,,66,53
The Fault in Our Stars,2014,"Drama, Romance",126,307166834,7.7,381370,69,81,69
The Pursuit of Happyness,2006,"Biography, Drama",117,307127625,8,518780,64,67,64
Rise of the Guardians,2012,"Animation, Action, Adventure",97,306941670,7.2,179753,58,74,58
Close Encounters of the Third Kind,1977,"Drama, Sci-Fi",138,306889114,7.6,204977,90,94,90
Chicago,2002,"Comedy, Crime, Musical",113,306776732,7.2,233089,81,86,81
Annabelle: Creation,2017,"Horror, Mystery, Thriller",109,306515884,6.5,137783,62,70,62
Bridesmaids,2011,"Comedy, Romance",125,306442085,6.8,295386,75,89,75
Skyscraper,2018,"Action, Adventure, Thriller",102,304868961,5.8,124784,51,48,51
A Good Day to Die Hard,2013,"Action, Thriller",98,304654182,5.2,209404,28,15,28
Mulan,1998,"Animation, Adventure, Comedy",87,304320254,7.6,292824,71,86,71
Dangal,2016,"Action, Biography, Drama",161,303723636,8.3,193860,,88,71
Passengers,2016,"Drama, Romance, Sci-Fi",116,303144152,7,412200,41,30,41
Battleship,2012,"Action, Adventure, Sci-Fi",131,303025485,5.8,250015,41,33,41
Liar Liar,1997,"Comedy, Fantasy",86,302710615,6.9,312751,70,83,70
G.I. Joe: The Rise of Cobra,2009,"Action, Adventure, Sci-Fi",118,302469017,5.7,210148,32,33,32
Wrath of the Titans,2012,"Action, Adventure, Fantasy",99,301970083,5.7,190836,37,26,37
Fantastic Four: Rise of the Silver Surfer,2007,"Action, Adventure, Fantasy",92,301913131,5.6,268489,45,37,45
Hook,1991,"Adventure, Comedy, Family",142,300854823,6.8,258764,52,29,52
Superman,1978,"Action, Adventure, Sci-Fi",143,300478449,7.4,177627,81,93,81
Rocky IV,1985,"Drama, Sport",91,300473716,6.8,209344,40,37,40
Rambo: First Blood Part II,1985,"Action, Adventure, Thriller",96,300400432,6.5,171883,47,33,47
Resident Evil: Afterlife,2010,"Action, Horror, Sci-Fi",96,300228084,5.8,173689,37,21,37
Van Helsing,2004,"Action, Adventure, Fantasy",131,300157638,6,270184,35,21,35
Stuart Little,1999,"Adventure, Comedy, Family",84,300135367,6,138799,61,67,61
Beverly Hills Cop II,1987,"Action, Comedy, Crime",100,299965036,6.5,122386,48,46,48
Alice Through the Looking Glass,2016,"Adventure, Family, Fantasy",113,299820798,6.2,111598,34,29,34
My Best Friend's Wedding,1997,"Comedy, Drama, Romance",105,299288605,6.3,145574,50,74,50
Real Steel,2011,"Action, Drama, Sci-Fi",127,299268508,7,334371,56,60,56
Horton Hears a Who!,2008,"Animation, Adventure, Comedy",86,298572799,6.8,143045,71,80,71
